model,domain,task,organization,authors,publication_date,reference,link,citations,notability_criteria,parameters,training_compute_(flop),training_dataset_size_(gradients),training_time_(hours),training_hardware,approach,confidence,epochs,model_accessibility,country,base_model,finetune_compute_(flop),hardware_quantity,last_modified,training_cloud_compute_vendor,batch_size,organization_categorization,foundation_model,training_chip-hours,training_code_accessibility,possibly_over_1e23_flop,training_compute_cost_(2023_usd),frontier_model,training_power_draw_(w),training_compute_estimation_method,year,era,notable_model,country_first,domain_group,export_controls_sum,publication_count
Gemini 2.0 Pro,"Language,Multimodal,Vision,Video,Audio","Code generation,Language modeling/generation,Question answering,Visual question answering,Speech recognition (ASR),Video description",Google DeepMind,Gemini Team,2024-12-11,Our best model yet for coding performance and complex prompts,https://deepmind.google/technologies/gemini/pro/,,Training cost,,,,,,,Unknown,,Hosted access (no API),Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,True,,False,,,2024,Deep learning era,True,United States,Multimodal,25.0,11.2300474377788
Coconut,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Mathematical reasoning","Facebook,University of California San Diego","Shibo Hao, Sainbayar Sukhbaatar, DiJia Su, Xian Li, Zhiting Hu, Jason Weston, Yuandong Tian",2024-12-11,Training Large Language Models to Reason in a Continuous Latent Space,https://arxiv.org/abs/2412.06769,,,,,,,,,Unknown,50.0,Unreleased,United States,GPT-2 (124M),,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Language,25.0,11.2300474377788
T-Pro,Language,"Language modeling/generation,Question answering,Code generation,Mathematical reasoning",T-Bank,Unknown,2024-12-11,T-pro-it-1.0 is a model built upon the Qwen 2.5 model family and incorporates both continual pre-training and alignment techniques.,https://habr.com/ru/companies/tbank/articles/865582/,,,32000000000.0,,142000000000.0,,,,Confident,,Open weights (unrestricted),Russia,Qwen2.5-32B,2.7264e+22,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2024,Deep learning era,False,Russia,Language,,
T-Lite,Language,"Language modeling/generation,Question answering,Code generation,Mathematical reasoning",T-Bank,Unknown,2024-12-11,T-pro-it-1.0 is a model built upon the Qwen 2.5 model family and incorporates both continual pre-training and alignment techniques.,https://habr.com/ru/companies/tbank/articles/865582/,,,7000000000.0,,,,,,Confident,,Open weights (unrestricted),Russia,Qwen2.5-7B,5.964e+21,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2024,Deep learning era,False,Russia,Language,,
Sora Turbo,"Video,Vision","Video generation,Text-to-video",OpenAI,Unknown,2024-12-09,Sora is here,https://openai.com/index/sora-is-here/,,Significant use,,,,,,,Unknown,,Hosted access (no API),United States,,,,2025-10-08 21:08:20+00:00,,,Industry,False,,Unreleased,True,,False,,,2024,Deep learning era,True,United States,Vision,25.0,11.2300474377788
EXAONE 3.5 2.4B,Language,"Language modeling/generation,Question answering,Translation",LG AI Research,"Soyoung An, Kyunghoon Bae, Eunbi Choi, Kibong Choi, Stanley Jungkyu Choi, Seokhee Hong, Junwon Hwang, Hyojin Jeon, Gerrard Jeongwon Jo, Hyunjik Jo, Jiyeon Jung, Yountae Jung, Hyosang Kim, Joonkee Kim, Seonghwan Kim, Soyeon Kim, Sunkyoung Kim, Yireun Kim, Yongil Kim, Youchul Kim, Edward Hwayoung Lee, Haeju Lee, Honglak Lee, Jinsik Lee, Kyungmin Lee, Woohyung Lim, Sangha Park, Sooyoun Park, Yongmin Park, Sihoon Yang, Heuiyeen Yeen, Hyeongu Yun",2024-12-09,EXAONE 3.5: Series of Large Language Models for Real-world Use Cases,https://arxiv.org/abs/2412.04862,,,2400000000.0,9.36e+22,6500000000000.0,,,,Confident,,Open weights (non-commercial),South Korea,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Reported,2024,Deep learning era,False,South Korea,Language,,
EXAONE 3.5 7.8B,Language,"Language modeling/generation,Question answering,Translation",LG AI Research,"Soyoung An, Kyunghoon Bae, Eunbi Choi, Kibong Choi, Stanley Jungkyu Choi, Seokhee Hong, Junwon Hwang, Hyojin Jeon, Gerrard Jeongwon Jo, Hyunjik Jo, Jiyeon Jung, Yountae Jung, Hyosang Kim, Joonkee Kim, Seonghwan Kim, Soyeon Kim, Sunkyoung Kim, Yireun Kim, Yongil Kim, Youchul Kim, Edward Hwayoung Lee, Haeju Lee, Honglak Lee, Jinsik Lee, Kyungmin Lee, Woohyung Lim, Sangha Park, Sooyoun Park, Yongmin Park, Sihoon Yang, Heuiyeen Yeen, Hyeongu Yun",2024-12-09,EXAONE 3.5: Series of Large Language Models for Real-world Use Cases,https://arxiv.org/abs/2412.04862,,,7800000000.0,4.21e+23,9000000000000.0,,,,Confident,,Open weights (non-commercial),South Korea,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,True,,False,,Reported,2024,Deep learning era,False,South Korea,Language,,
EXAONE 3.5 32B,Language,"Language modeling/generation,Question answering,Translation",LG AI Research,"Soyoung An, Kyunghoon Bae, Eunbi Choi, Kibong Choi, Stanley Jungkyu Choi, Seokhee Hong, Junwon Hwang, Hyojin Jeon, Gerrard Jeongwon Jo, Hyunjik Jo, Jiyeon Jung, Yountae Jung, Hyosang Kim, Joonkee Kim, Seonghwan Kim, Soyeon Kim, Sunkyoung Kim, Yireun Kim, Yongil Kim, Youchul Kim, Edward Hwayoung Lee, Haeju Lee, Honglak Lee, Jinsik Lee, Kyungmin Lee, Woohyung Lim, Sangha Park, Sooyoun Park, Yongmin Park, Sihoon Yang, Heuiyeen Yeen, Hyeongu Yun",2024-12-09,EXAONE 3.5: Series of Large Language Models for Real-world Use Cases,https://arxiv.org/abs/2412.04862,,Training cost,32000000000.0,1.25e+24,6500000000000.0,,,,Confident,,Open weights (non-commercial),South Korea,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,True,,False,,Reported,2024,Deep learning era,True,South Korea,Language,,
Grok Image Generation / Aurora,Image generation,"Image generation,Text-to-image,Image-to-image",xAI,Unknown,2024-12-09,Grok Image Generation Release,https://x.ai/news/grok-image-generation-release,,,,,,,,,Unknown,,Hosted access (no API),United States,,,,2025-10-17 18:36:33+00:00,,,Industry,False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Vision,25.0,11.2300474377788
Llama 3.3 70B,Language,"Language modeling/generation,Question answering,Translation,Code generation",Meta AI,Unknown,2024-12-06,Meta Llama 3.3 multilingual large language model (LLM) ,https://www.llama.com/docs/model-cards-and-prompt-formats/llama3_3/,,Training cost,70000000000.0,6.8649768e+24,15000000000000.0,,NVIDIA H100 SXM5 80GB,,Confident,,Open weights (restricted use),United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,7000000.0,Unreleased,True,,False,,"Operation counting,Hardware",2024,Deep learning era,True,United States,Language,25.0,11.2300474377788
InternVL2_5-26B,"Multimodal,Language,Vision","Visual question answering,Language modeling/generation","Shanghai AI Lab,SenseTime,Tsinghua University,Nanjing University,Fudan University,Chinese University of Hong Kong (CUHK),Shanghai Jiao Tong University","Zhe Chen, Weiyun Wang, Yue Cao, Yangzhou Liu, Zhangwei Gao, Erfei Cui, Jinguo Zhu, Shenglong Ye, Hao Tian, Zhaoyang Liu, Lixin Gu, Xuehui Wang, Qingyun Li, Yimin Ren, Zixuan Chen, Jiapeng Luo, Jiahao Wang, Tan Jiang, Bo Wang, Conghui He, Botian Shi, Xingcheng Zhang, Han Lv, Yi Wang, Wenqi Shao, Pei Chu, Zhongying Tu, Tong He, Zhiyong Wu, Huipeng Deng, Jiaye Ge, Kai Chen, Kaipeng Zhang, Limin Wang, Min Dou, Lewei Lu, Xizhou Zhu, Tong Lu, Dahua Lin, Yu Qiao, Jifeng Dai, Wenhai Wang
",2024-12-06,"Expanding Performance Boundaries of Open-Source Multimodal Models with Model, Data, and Test-Time Scaling
",https://arxiv.org/abs/2412.05271,831.0,,25500000000.0,,221000000000.0,,,,Confident,1.0,Open weights (unrestricted),Multinational,"InternLM2.5,InternViT-6B",1.1818678e+22,,2025-10-16 13:10:31+00:00,,,"Academia, Industry",False,,Open source,False,,False,,Operation counting,2024,Deep learning era,False,China,Multimodal,1.0,32.96410593554805
InternVL2_5-38B,"Multimodal,Language,Vision","Visual question answering,Language modeling/generation","Shanghai AI Lab,SenseTime,Tsinghua University,Nanjing University,Fudan University,Chinese University of Hong Kong (CUHK),Shanghai Jiao Tong University","Zhe Chen, Weiyun Wang, Yue Cao, Yangzhou Liu, Zhangwei Gao, Erfei Cui, Jinguo Zhu, Shenglong Ye, Hao Tian, Zhaoyang Liu, Lixin Gu, Xuehui Wang, Qingyun Li, Yimin Ren, Zixuan Chen, Jiapeng Luo, Jiahao Wang, Tan Jiang, Bo Wang, Conghui He, Botian Shi, Xingcheng Zhang, Han Lv, Yi Wang, Wenqi Shao, Pei Chu, Zhongying Tu, Tong He, Zhiyong Wu, Huipeng Deng, Jiaye Ge, Kai Chen, Kaipeng Zhang, Limin Wang, Min Dou, Lewei Lu, Xizhou Zhu, Tong Lu, Dahua Lin, Yu Qiao, Jifeng Dai, Wenhai Wang
",2024-12-06,"Expanding Performance Boundaries of Open-Source Multimodal Models with Model, Data, and Test-Time Scaling
",https://arxiv.org/abs/2412.05271,831.0,,38400000000.0,,151000000000.0,,,,Confident,1.0,Open weights (unrestricted),Multinational,"Qwen2.5 Instruct (32B),InternViT-6B",1.0032059e+22,,2025-10-16 13:10:31+00:00,,,"Academia, Industry",False,,Open source,False,,False,,Operation counting,2024,Deep learning era,False,China,Multimodal,1.0,32.96410593554805
InternVL2_5-78B,"Multimodal,Language,Vision","Visual question answering,Language modeling/generation,Question answering,Character recognition (OCR)","Shanghai AI Lab,SenseTime,Tsinghua University,Nanjing University,Fudan University,Chinese University of Hong Kong (CUHK),Shanghai Jiao Tong University","Zhe Chen, Weiyun Wang, Yue Cao, Yangzhou Liu, Zhangwei Gao, Erfei Cui, Jinguo Zhu, Shenglong Ye, Hao Tian, Zhaoyang Liu, Lixin Gu, Xuehui Wang, Qingyun Li, Yimin Ren, Zixuan Chen, Jiapeng Luo, Jiahao Wang, Tan Jiang, Bo Wang, Conghui He, Botian Shi, Xingcheng Zhang, Han Lv, Yi Wang, Wenqi Shao, Pei Chu, Zhongying Tu, Tong He, Zhiyong Wu, Huipeng Deng, Jiaye Ge, Kai Chen, Kaipeng Zhang, Limin Wang, Min Dou, Lewei Lu, Xizhou Zhu, Tong Lu, Dahua Lin, Yu Qiao, Jifeng Dai, Wenhai Wang
",2024-12-06,"Expanding Performance Boundaries of Open-Source Multimodal Models with Model, Data, and Test-Time Scaling
",https://arxiv.org/abs/2412.05271,831.0,,78400000000.0,,120000000000.0,,,,Confident,1.0,Open weights (restricted use),Multinational,"Qwen2.5 Instruct (72B),InternViT-6B",2.0670437e+22,,2025-10-16 13:10:31+00:00,,,"Academia, Industry",False,,Open source,False,,False,,Operation counting,2024,Deep learning era,False,China,Multimodal,1.0,32.96410593554805
o1,"Language,Mathematics,Multimodal","Code generation,Language modeling/generation,Quantitative reasoning,Chat,Question answering,Translation,Mathematical reasoning",OpenAI,Unknown,2024-12-05,Introducing ChatGPT Pro: Broadening usage of frontier AI.,https://openai.com/index/introducing-chatgpt-pro/,,"SOTA improvement,Significant use",,,,,,,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,True,,False,,,2024,Deep learning era,True,United States,Multimodal,25.0,11.2300474377788
NVILA 15B,"Vision,Language,Multimodal,Video","Visual question answering,Video description,Language modeling/generation,Question answering,Character recognition (OCR)","NVIDIA,Massachusetts Institute of Technology (MIT),University of California (UC) Berkeley,University of California San Diego,University of Washington,Tsinghua University","Zhijian Liu, Ligeng Zhu, Baifeng Shi, Zhuoyang Zhang, Yuming Lou, Shang Yang, Haocheng Xi, Shiyi Cao, Yuxian Gu, Dacheng Li, Xiuyu Li, Yunhao Fang, Yukang Chen, Cheng-Yu Hsieh, De-An Huang, An-Chieh Cheng, Vishwesh Nath, Jinyi Hu, Sifei Liu, Ranjay Krishna, Daguang Xu, Xiaolong Wang, Pavlo Molchanov, Jan Kautz, Hongxu Yin, Song Han, Yao Lu",2024-12-05,NVILA: Efficient Frontier Visual Language Models,https://arxiv.org/abs/2412.04468,,SOTA improvement,15000000000.0,,,,NVIDIA H100 SXM5 80GB,,Confident,,Open weights (non-commercial),Multinational,,,128.0,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,176207.9898367568,,2024,Deep learning era,True,United States,Multimodal,25.0,11.2300474377788
NVILA 8B,"Vision,Language,Multimodal,Video","Visual question answering,Video description","NVIDIA,Massachusetts Institute of Technology (MIT),University of California (UC) Berkeley,University of California San Diego,University of Washington,Tsinghua University","Zhijian Liu, Ligeng Zhu, Baifeng Shi, Zhuoyang Zhang, Yuming Lou, Shang Yang, Haocheng Xi, Shiyi Cao, Yuxian Gu, Dacheng Li, Xiuyu Li, Yunhao Fang, Yukang Chen, Cheng-Yu Hsieh, De-An Huang, An-Chieh Cheng, Vishwesh Nath, Jinyi Hu, Sifei Liu, Ranjay Krishna, Daguang Xu, Xiaolong Wang, Pavlo Molchanov, Jan Kautz, Hongxu Yin, Song Han, Yao Lu",2024-12-05,NVILA: Efficient Frontier Visual Language Models,https://arxiv.org/abs/2412.04468,,,8000000000.0,2.2794518e+21,47488579166.0,16.7,NVIDIA H100 SXM5 80GB,,Likely,,Open weights (non-commercial),Multinational,,,128.0,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,2133.0,,False,,False,176207.9898367568,Hardware,2024,Deep learning era,False,United States,Multimodal,25.0,11.2300474377788
Infinity,Image generation,"Image generation,Text-to-image",ByteDance,"Jian Han, Jinlai Liu, Yi Jiang, Bin Yan, Yuqi Zhang, Zehuan Yuan, Bingyue Peng, Xiaobing Liu",2024-12-05,Infinity∞: Scaling Bitwise AutoRegressive Modeling for High-Resolution Image Synthesis,https://arxiv.org/abs/2412.04431v1,126.0,SOTA improvement,2000000000.0,,,,,,Confident,,Open weights (unrestricted),China,,,,2025-10-16 13:10:31+00:00,,,Industry,False,,Open source,False,,False,,,2024,Deep learning era,True,China,Vision,1.0,32.96410593554805
Pleias 1.0 350m,Language,"Language modeling/generation,Question answering,Translation",PleIAs,Unknown,2024-12-05,Pleias-pico-350m-Preview,https://huggingface.co/PleIAs/Pleias-350m-Preview,,,350000000.0,2.6788982e+21,,46.0,NVIDIA H100 SXM5 80GB,,Confident,1.0,Open weights (unrestricted),France,,,64.0,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,88103.9949183784,"Hardware,Operation counting",2024,Deep learning era,False,France,Language,10.0,2.4529600742986126
Pleias 1.0 1.2B,Language,"Language modeling/generation,Question answering,Translation",PleIAs,Unknown,2024-12-05,Pleias-nano-1.2b-Preview ,https://huggingface.co/PleIAs/Pleias-1.2b-Preview,,,1200000000.0,2.9770787e+22,,120.0,NVIDIA H100 SXM5 80GB,,Confident,3.0,Open weights (unrestricted),France,,,192.0,2025-09-28 01:00:10+00:00,Nebius AI,,Industry,False,,Unreleased,False,,False,264311.9847551352,"Hardware,Operation counting",2024,Deep learning era,False,France,Language,10.0,2.4529600742986126
Genie 2,"Games,Video,3D modeling","Video generation,Text-to-video",Google DeepMind,"Jack Parker-Holder, Philip Ball, Jake Bruce, Vibhavari Dasagi, Kristian Holsheimer, Christos Kaplanis, Alexandre Moufarek, Guy Scully, Jeremy Shar, Jimmy Shi, Stephen Spencer, Jessica Yung, Michael Dennis, Sultan Kenjeyev, Shangbang Long, Vlad Mnih, Harris Chan, Maxime Gazeau, Bonnie Li, Fabio Pardo, Luyu Wang, Lei Zhang, Frederic Besse, Tim Harley, Anna Mitenkova, Jane Wang, Jeff Clune, Demis Hassabis, Raia Hadsell, Adrian Bolton, Satinder Singh, Tim Rocktäschel",2024-12-04,Genie 2: A large-scale foundation world model,https://deepmind.google/discover/blog/genie-2-a-large-scale-foundation-world-model/,,,,,,,,,Unknown,,Unreleased,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Multimodal,25.0,11.2300474377788
voyage-code-3,Language,"Code generation,Code autocompletion,Retrieval-augmented generation,Entity embedding",Voyage AI,Unknown,2024-12-04,"voyage-code-3: more accurate code retrieval with lower dimensional, quantized embeddings",https://blog.voyageai.com/2024/12/04/voyage-code-3/,,,,,,,,,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Language,25.0,11.2300474377788
TokenFlow-XL,"Vision,Multimodal,Language",Visual question answering,ByteDance,"Liao Qu, Huichao Zhang, Yiheng Liu, Xu Wang, Yi Jiang, Yiming Gao, Hu Ye, Daniel K. Du, Zehuan Yuan, Xinglong Wu",2024-12-04,TokenFlow: Unified Image Tokenizer for Multimodal Understanding and Generation,https://arxiv.org/abs/2412.03069v1,,,14000000000.0,,,,,,Confident,,Open weights (unrestricted),China,Qwen2.5-14B,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Open source,False,,False,,,2024,Deep learning era,False,China,Multimodal,1.0,32.96410593554805
TokenFlow-t2i,Image generation,"Image generation,Text-to-image",ByteDance,"Liao Qu, Huichao Zhang, Yiheng Liu, Xu Wang, Yi Jiang, Yiming Gao, Hu Ye, Daniel K. Du, Zehuan Yuan, Xinglong Wu",2024-12-04,TokenFlow: Unified Image Tokenizer for Multimodal Understanding and Generation,https://arxiv.org/abs/2412.03069v1,,,,,,,,,Unknown,,Open weights (unrestricted),China,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Open source,False,,False,,,2024,Deep learning era,False,China,Vision,1.0,32.96410593554805
Amazon Nova Pro,"Multimodal,Language,Video,Vision","Language modeling/generation,Retrieval-augmented generation,Visual question answering,Image captioning,Video description,Character recognition (OCR),Code generation,Translation",Amazon,Unknown,2024-12-03,Introducing Amazon Nova foundation models: Frontier intelligence and industry leading price performance,"https://aws.amazon.com/es/blogs/aws/introducing-amazon-nova-frontier-intelligence-and-industry-leading-price-performance/

https://assets.amazon.science/96/7d/0d3e59514abf8fdcfafcdc574300/nova-tech-report-20250317-0810.pdf",,SOTA improvement,,6.000010000000001e+24,,,"Amazon Trainium1,NVIDIA A100,NVIDIA H100 SXM5 80GB",,Speculative,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,True,,False,,Comparison with other models,2024,Deep learning era,True,United States,Multimodal,25.0,11.2300474377788
Amazon Nova Lite,"Multimodal,Language,Video,Vision","Language modeling/generation,Retrieval-augmented generation,Visual question answering,Image captioning,Video description,Character recognition (OCR),Code generation,Translation",Amazon,Unknown,2024-12-03,Introducing Amazon Nova foundation models: Frontier intelligence and industry leading price performance,"https://aws.amazon.com/es/blogs/aws/introducing-amazon-nova-frontier-intelligence-and-industry-leading-price-performance/

https://assets.amazon.science/96/7d/0d3e59514abf8fdcfafcdc574300/nova-tech-report-20250317-0810.pdf",,,,,,,"Amazon Trainium1,NVIDIA A100,NVIDIA H100 SXM5 80GB",,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Multimodal,25.0,11.2300474377788
Amazon Nova Micro,Language,"Language modeling/generation,Retrieval-augmented generation,Question answering,Code generation",Amazon,Unknown,2024-12-03,Introducing Amazon Nova foundation models: Frontier intelligence and industry leading price performance,"https://aws.amazon.com/es/blogs/aws/introducing-amazon-nova-frontier-intelligence-and-industry-leading-price-performance/

https://assets.amazon.science/96/7d/0d3e59514abf8fdcfafcdc574300/nova-tech-report-20250317-0810.pdf",,,,,,,"Amazon Trainium1,NVIDIA A100,NVIDIA H100 SXM5 80GB",,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Language,25.0,11.2300474377788
Luma Photon,"Image generation,Vision","Image generation,Text-to-image",LumaLabs,Unknown,2024-12-03,,https://www.luma-ai.com/luma-photon/,,,,,,,,,Unknown,,API access,United States,,,,2025-07-07 12:03:21+00:00,,,Industry,False,,Unreleased,False,,False,,,2024,Deep learning era,False,United States,Vision,25.0,11.2300474377788
